Name;Instance count;Size (bytes)
com.jprofiler.agent.util.c;1;24
scala.actors.remote.JavaSerializer;1;24
sun.nio.cs.UTF_16LE;1;24
java.util.ResourceBundle$1;1;40
sun.java2d.loops.SetFillRectANY;1;48
scala.math.Numeric$;1;16
java.awt.image.PixelInterleavedSampleModel;1;56
sun.java2d.pipe.LoopPipe;1;16
com.jprofiler.api.agent.mbean.RemoteController;1;16
com.siigna.app.view.View$;1;64
com.siigna.app.view.ModuleInterface;1;24
sun.java2d.pipe.LCDTextRenderer;1;16
scala.collection.mutable.Map$;1;16
sun.java2d.SurfaceDataProxy$1;1;40
sun.awt.image.PixelConverter$Ushort555Rgb;1;16
sun.font.TrueTypeFont$DirectoryEntry[ ];1;72
com.siigna.app.ApplicationWindow$$anon$1;1;16
com.siigna.app.ApplicationWindow$$anon$2;1;16
com.siigna.module.base.radialmenu.EventW$;1;32
com.siigna.util.geom.TransformationMatrix$;1;16
sun.net.www.protocol.jar.JarFileFactory;1;16
scala.collection.mutable.ArrayBuffer$;1;16
java.awt.DefaultKeyboardFocusManager;1;72
java.awt.Window$Type[ ];1;32
sun.net.www.protocol.http.AuthCacheImpl;1;16
scala.math.Numeric$DoubleAsIfIntegral$;1;16
sun.awt.windows.WFontPeer;1;40
java.net.URLClassLoader$7;1;16
scala.collection.immutable.StreamIterator$LazyCell;1;32
java.awt.Image$1;1;16
java.lang.String$CaseInsensitiveComparator;1;16
scala.collection.immutable.Stream$;1;24
sun.java2d.pipe.ValidatePipe;1;16
sun.awt.image.PixelConverter$ByteGray;1;16
java.lang.Runnable[ ];1;56
sun.awt.FontDescriptor[ ];1;32
java.util.logging.LogManager$Cleaner;1;112
scala.sys.SystemProperties$;1;48
scala.package$;1;104
scala.Array$;1;16
scala.Option$;1;16
sun.dc.pr.Rasterizer$ConsumerDisposer;1;24
java.awt.GraphicsCallback$PaintCallback;1;16
sun.awt.Symbol$Encoder;1;48
sun.management.ClassLoadingImpl;1;16
com.siigna.module.base.radialmenu.MenuModule$;1;16
java.util.Locale[ ];1;56
scala.collection.parallel.immutable.ParVector$;1;16
sun.launcher.LauncherHelper[ ];1;24
sun.reflect.ReflectionFactory;1;16
com.siigna.util.collection.Attributes$;1;16
sun.font.T2KFontScaler;1;32
com.siigna.util.event.MouseWheel$;1;16
com.siigna.util.event.MouseDown$;1;16
java.lang.ref.Reference;1;32
sun.java2d.d3d.D3DSurfaceToSurfaceBlit;1;48
sun.nio.fs.WindowsFileSystemProvider;1;16
sun.awt.image.ImageWatched$Link;1;16
java.lang.Object[ ][ ];1;48
sun.misc.Launcher$ExtClassLoader;1;80
sun.dc.pr.PathStroker;1;32
com.sun.jmx.mbeanserver.MBeanServerDelegateImpl;1;40
sun.text.normalizer.VersionInfo;1;16
scala.collection.Iterable$;1;16
scala.actors.Debug$;1;24
sun.util.locale.BaseLocale$Cache;1;24
sun.java2d.d3d.D3DSurfaceToGDIWindowSurfaceBlit;1;48
sun.nio.ch.FileChannelImpl$1;1;16
java.awt.EventQueue;1;64
sun.java2d.d3d.D3DRTTSurfaceToSurfaceBlit;1;48
java.lang.ProcessEnvironment$EntryComparator;1;16
sun.awt.PaintEventDispatcher;1;16
scala.collection.immutable.Stream$Cons;1;24
sun.font.FontStrike[ ];1;48
com.siigna.app.model.action.Select$;1;16
com.siigna.module.base.radialmenu.EventS$;1;32
sun.management.RuntimeImpl;1;24
com.siigna.app.controller.remote.Session;1;24
scala.collection.Iterator$$anon$3;1;16
com.sun.jmx.mbeanserver.Repository;1;32
java.lang.System$2;1;16
sun.util.LocaleServiceProviderPool;1;32
sun.nio.cs.US_ASCII;1;24
java.io.PrintWriter;1;48
com.siigna.app.ApplicationWindow;1;424
com.jprofiler.agent.probe.a.ad;1;24
com.jprofiler.agent.probe.a.ac;1;40
java.awt.EventDispatchThread$1;1;16
java.awt.AWTKeyStroke[ ][ ];1;32
scala.reflect.Manifest$$anon$5;1;16
scala.reflect.Manifest$$anon$4;1;16
scala.reflect.Manifest$$anon$7;1;16
scala.reflect.Manifest$$anon$6;1;16
com.jprofiler.agent.probe.a.an;1;32
scala.reflect.Manifest$$anon$1;1;16
scala.reflect.Manifest$$anon$3;1;16
scala.reflect.Manifest$$anon$2;1;16
sun.reflect.GeneratedSerializationConstructorAccessor12;1;16
sun.reflect.GeneratedSerializationConstructorAccessor13;1;16
sun.reflect.GeneratedSerializationConstructorAccessor10;1;16
sun.reflect.GeneratedSerializationConstructorAccessor11;1;16
com.jprofiler.agent.probe.a.ak;1;24
scala.reflect.Manifest$$anon$9;1;16
scala.reflect.Manifest$$anon$8;1;16
sun.util.resources.TimeZoneNames;1;40
com.jprofiler.agent.probe.a.aj;1;24
sun.java2d.loops.SetDrawLineANY;1;48
java.net.InetSocketAddress;1;24
sun.reflect.GeneratedSerializationConstructorAccessor17;1;16
sun.reflect.GeneratedSerializationConstructorAccessor16;1;16
java.lang.Short[ ];1;1040
sun.reflect.GeneratedSerializationConstructorAccessor15;1;16
sun.reflect.GeneratedSerializationConstructorAccessor14;1;16
sun.nio.fs.WindowsPath;1;40
java.awt.Canvas;1;208
sun.java2d.pipe.DrawImage;1;16
java.awt.Component[ ];1;16
sun.font.ScriptRun;1;48
scala.actors.Reactor$$anonfun$startSearch$1;1;32
com.jprofiler.agent.probe.a.a.u;1;40
sun.awt.image.PixelConverter$ArgbBm;1;16
com.siigna.module.base.Menu$$anon$1;1;32
sun.awt.windows.WingDings;1;24
com.jprofiler.agent.probe.a.a.n;1;80
com.jprofiler.agent.probe.a.a.i;1;72
com.siigna.app.model.action.Create$;1;16
sun.util.CoreResourceBundleControl;1;16
sun.nio.cs.UTF_16BE;1;24
scala.actors.TIMEOUT$;1;16
sun.awt.image.ByteInterleavedRaster;1;120
javax.management.openmbean.SimpleType[ ];1;72
sun.nio.cs.StandardCharsets;1;32
scala.collection.mutable.IndexedSeq$;1;16
com.jprofiler.agent.probe.a.a.z;1;56
com.siigna.util.geom.Rectangle2D$;1;16
sun.awt.windows.WPanelPeer;1;136
java.util.logging.LoggingPermission;1;24
com.jprofiler.agent.probe.a.a.b;1;24
com.jprofiler.agent.probe.a.a.a;1;48
com.siigna.app.controller.remote.Mode$;1;56
java.awt.EventDispatchThread$HierarchyEventFilter;1;16
com.siigna.module.ModuleInit;1;56
java.net.SocketInputStream;1;48
scala.concurrent.forkjoin.ForkJoinPool;1;80
java.util.Locale$Cache;1;24
com.siigna.app.controller.remote.Get;1;24
com.jprofiler.agent.probe.q;1;24
sun.net.www.http.KeepAliveStreamCleaner;1;32
scala.actors.remote.FreshNameCreator$;1;24
scala.actors.remote.Proxy;1;32
com.siigna.module.cad.radialmenu.category.CreateCategory$$anonfun$1;1;16
scala.actors.ActorProxy;1;64
com.siigna.module.cad.radialmenu.category.CreateCategory$$anonfun$2;1;16
java.lang.ProcessEnvironment$NameComparator;1;16
com.siigna.module.cad.radialmenu.category.CreateCategory$$anonfun$7;1;16
com.siigna.module.cad.radialmenu.category.CreateCategory$$anonfun$8;1;16
com.siigna.module.cad.radialmenu.category.CreateCategory$$anonfun$3;1;16
com.siigna.module.cad.radialmenu.category.CreateCategory$$anonfun$4;1;16
com.siigna.module.cad.radialmenu.category.CreateCategory$$anonfun$5;1;16
com.siigna.module.cad.radialmenu.category.CreateCategory$$anonfun$6;1;16
java.awt.Toolkit$DesktopPropertyChangeSupport;1;24
com.siigna.app.controller.remote.Server$;1;16
com.siigna.util.event.MouseDrag$;1;16
java.lang.Enum[ ];1;16
sun.awt.image.PixelConverter$Ushort555Rgbx;1;16
sun.nio.ch.FileDispatcherImpl;1;16
com.siigna.util.event.CenterPoints$;1;16
com.siigna.util.event.Snap$;1;16
sun.java2d.loops.SetDrawRectANY;1;48
java.awt.BufferCapabilities;1;24
java.io.FileInputStream;1;32
java.awt.EventFilter$FilterAction[ ];1;32
sun.font.TextRecord;1;32
sun.nio.ch.Util$BufferCache;1;24
java.security.ProtectionDomain$1;1;16
sun.font.GlyphLayout$GVData;1;32
java.security.ProtectionDomain$3;1;16
java.io.FileDescriptor$1;1;16
java.net.URI;1;80
sun.nio.cs.UTF_16$Decoder;1;56
java.net.InetAddress$Cache$Type[ ];1;24
com.siigna.app.model.Selection$;1;16
scala.collection.mutable.BitSet;1;16
sun.reflect.generics.tree.TypeVariableSignature;1;16
sun.reflect.GeneratedMethodAccessor1;1;16
sun.reflect.GeneratedMethodAccessor2;1;16
com.siigna.module.base.radialmenu.EventESE$;1;32
java.lang.management.MemoryType[ ];1;24
sun.util.calendar.Gregorian;1;16
